Gene A,Gene B,Phenotype
SPBC1685.04,SPBC887.04C,1
SPBC1685.04,SPBC8D2.03C,0
SPBC1685.04,SPBC8D2.17,1
SPBC1685.04,SPBP18G5.03,1
SPBC1685.04,SPBP4H10.14C,1
SPBC1685.04,SPBP8B7.08C,1
SPBC1685.04,SPBPB10D8.06C,0
SPBC1685.04,SPCC11E10.08,1
SPBC1685.04,SPCC1223.12C,1
SPBC1685.04,SPCC1259.03,1
SPBC1685.04,SPCC1672.04C,0
SPBC1685.04,SPCC1795.03,1
SPBC1685.04,SPCC1840.04,1
SPBC1685.04,SPCC285.14,1
SPBC1685.04,SPCC622.15C,0
SPBC1685.04,SPCC970.07C,1
SPBC1685.04,SPCP20C8.02C,1
SPBC1685.04,SPCPB1C11.01,1
SPBC1685.08,SPAC1142.01,0
SPBC1685.08,SPAC12B10.03,1
SPBC1685.08,SPAC12B10.10,1
SPBC1685.08,SPAC167.04,1
SPBC1685.08,SPAC1687.15,1
SPBC1685.08,SPAC16A10.05C,0
SPBC1685.08,SPAC16C9.05,1
SPBC1685.08,SPAC17A5.02C,0
SPBC1685.08,SPAC17H9.10C,0
SPBC1685.08,SPAC18G6.13,0
SPBC1685.08,SPAC1952.05,1
SPBC1685.08,SPAC19B12.08,1
SPBC1685.08,SPAC19G12.03,1
SPBC1685.08,SPAC1D4.09C,0
SPBC1685.08,SPAC212.06C,0
SPBC1685.08,SPAC22A12.01C,1
SPBC1685.08,SPAC22A12.16,1
SPBC1685.08,SPAC22E12.11C,0
SPBC1685.08,SPAC22G7.07C,0
SPBC1685.08,SPAC22H12.05C,0
SPBC1685.08,SPAC23A1.19C,0
SPBC1685.08,SPAC23D3.09,0
SPBC1685.08,SPAC23H3.05C,0
SPBC1685.08,SPAC25H1.06,1
SPBC1685.08,SPAC26A3.14C,1
SPBC1685.08,SPAC26H5.05,1
SPBC1685.08,SPAC27D7.03C,0
SPBC1685.08,SPAC29E6.09,1
SPBC1685.08,SPAC3A12.13C,1
SPBC1685.08,SPAC3F10.02C,0
SPBC1685.08,SPAC3G6.01,0
SPBC1685.08,SPAC3G9.07C,0
SPBC1685.08,SPAC4F8.08,1
SPBC1685.08,SPAC4H3.02C,0
SPBC1685.08,SPAC56F8.14C,0
SPBC1685.08,SPAC5H10.04,1
SPBC1685.08,SPAC664.02C,0
SPBC1685.08,SPAC694.04C,0
SPBC1685.08,SPAC6G10.06,0
SPBC1685.08,SPAC6G9.15C,0
SPBC1685.08,SPAC750.08C,0
SPBC1685.08,SPAC869.11,0
SPBC1685.08,SPAP27G11.11C,0
SPBC1685.08,SPAP8A3.04C,1
SPBC1685.08,SPBC1198.09,0
SPBC1685.08,SPBC11G11.01,1
SPBC1685.08,SPBC1289.14,0
SPBC1685.08,SPBC13G1.08C,0
SPBC1685.08,SPBC1683.10C,0
SPBC1685.08,SPBC16A3.01,0
SPBC1685.08,SPBC16A3.18,0
SPBC1685.08,SPBC16E9.06C,1
SPBC1685.08,SPBC16E9.14C,1
SPBC1685.08,SPBC1703.04,1
SPBC1685.08,SPBC1734.12C,1
SPBC1685.08,SPBC1734.15,0
SPBC1685.08,SPBC20F10.10,1
SPBC1685.08,SPBC215.03C,0
SPBC1685.08,SPBC2D10.05,0
SPBC1685.08,SPBC30B4.08,0
SPBC1685.08,SPBC337.03,0
SPBC1685.08,SPBC342.06C,0
SPBC1685.08,SPBC365.16,0
SPBC1685.08,SPBC3B8.10C,1
SPBC1685.08,SPBC3E7.05C,1
SPBC1685.08,SPBC56F2.06,1
SPBC1685.08,SPBC646.13,0
SPBC1685.08,SPBC725.10,1
SPBC1685.08,SPBC725.15,0
SPBC1685.08,SPBC83.02C,1
SPBC1685.08,SPBP35G2.14,1
SPBC1685.08,SPBP4G3.02,0
SPBC1685.08,SPBP8B7.26,0
SPBC1685.08,SPCC1259.14C,0
SPBC1685.08,SPCC126.09,1
SPBC1685.08,SPCC1450.08C,1
SPBC1685.08,SPCC162.03,0
SPBC1685.08,SPCC1672.04C,1
SPBC1685.08,SPCC1672.06C,0
SPBC1685.08,SPCC16C4.20C,0
SPBC1685.08,SPCC1739.10,1
SPBC1685.08,SPCC1795.01C,0
SPBC1685.08,SPCC188.09C,1
SPBC1685.08,SPCC24B10.12,1
SPBC1685.08,SPCC285.04,1
SPBC1685.08,SPCC285.17,1
SPBC1685.08,SPCC417.07C,0
SPBC1685.08,SPCC4B3.05C,0
SPBC1685.08,SPCC4E9.01C,0
SPBC1685.08,SPCC550.10,0
SPBC1685.08,SPCC550.11,1
SPBC1685.08,SPCC550.12,0
SPBC1685.08,SPCC584.11C,1
SPBC1685.08,SPCC622.12C,0
SPBC1685.08,SPCC74.06,1
SPBC1685.08,SPCPB16A4.05C,0
SPBC1685.08,SPCPB1C11.01,0
SPBC1685.15C,SPAC1006.06,0
SPBC1685.15C,SPAC1142.08,1
SPBC1685.15C,SPAC11E3.01C,0
SPBC1685.15C,SPAC11E3.08C,0
SPBC1685.15C,SPAC11G7.02,0
SPBC1685.15C,SPAC1296.01C,0
SPBC1685.15C,SPAC12B10.05,1
SPBC1685.15C,SPAC12G12.01C,1
SPBC1685.15C,SPAC1399.02,1
SPBC1685.15C,SPAC1399.04C,1
SPBC1685.15C,SPAC13G6.01C,1
SPBC1685.15C,SPAC13G6.10C,0
SPBC1685.15C,SPAC140.03,1
SPBC1685.15C,SPAC1687.05,0
SPBC1685.15C,SPAC1687.15,1
SPBC1685.15C,SPAC16A10.05C,0
SPBC1685.15C,SPAC16C9.05,0
SPBC1685.15C,SPAC1782.09C,0
SPBC1685.15C,SPAC17A5.02C,1
SPBC1685.15C,SPAC17A5.07C,0
SPBC1685.15C,SPAC17A5.09C,0
SPBC1685.15C,SPAC17H9.10C,0
SPBC1685.15C,SPAC17H9.14C,0
SPBC1685.15C,SPAC1805.04,0
SPBC1685.15C,SPAC1805.08,0
SPBC1685.15C,SPAC1834.03C,0
SPBC1685.15C,SPAC18G6.02C,1
SPBC1685.15C,SPAC18G6.13,0
SPBC1685.15C,SPAC18G6.15,1
SPBC1685.15C,SPAC19A8.04,1
SPBC1685.15C,SPAC19E9.02,0
SPBC1685.15C,SPAC19G12.15C,0
SPBC1685.15C,SPAC1B3.05,0
SPBC1685.15C,SPAC1D4.09C,0
SPBC1685.15C,SPAC1F3.03,0
SPBC1685.15C,SPAC20G8.04C,0
SPBC1685.15C,SPAC20H4.07,0
SPBC1685.15C,SPAC20H4.08,0
SPBC1685.15C,SPAC23A1.19C,0
SPBC1685.15C,SPAC23H3.05C,0
SPBC1685.15C,SPAC23H3.08C,0
SPBC1685.15C,SPAC24B11.12C,0
SPBC1685.15C,SPAC26F1.08C,0
SPBC1685.15C,SPAC26F1.10C,1
SPBC1685.15C,SPAC2C4.07C,0
SPBC1685.15C,SPAC2C4.15C,0
SPBC1685.15C,SPAC2F3.11,0
SPBC1685.15C,SPAC2F7.08C,0
SPBC1685.15C,SPAC31A2.13C,0
SPBC1685.15C,SPAC31A2.15C,0
SPBC1685.15C,SPAC323.03C,1
SPBC1685.15C,SPAC343.11C,0
SPBC1685.15C,SPAC3F10.05C,0
SPBC1685.15C,SPAC3G6.01,0
SPBC1685.15C,SPAC3G6.06C,0
SPBC1685.15C,SPAC3H8.02,0
SPBC1685.15C,SPAC4D7.03,0
SPBC1685.15C,SPAC4D7.07C,0
SPBC1685.15C,SPAC4F10.13C,0
SPBC1685.15C,SPAC4F10.18,0
SPBC1685.15C,SPAC4G8.05,0
SPBC1685.15C,SPAC4G9.10,1
SPBC1685.15C,SPAC4G9.19,0
SPBC1685.15C,SPAC56F8.14C,1
SPBC1685.15C,SPAC5H10.07,1
SPBC1685.15C,SPAC5H10.13C,0
SPBC1685.15C,SPAC630.13C,1
SPBC1685.15C,SPAC631.02,0
SPBC1685.15C,SPAC664.01C,0
SPBC1685.15C,SPAC664.02C,0
SPBC1685.15C,SPAC6B12.06C,0
SPBC1685.15C,SPAC6B12.09,0
SPBC1685.15C,SPAC6F12.03C,0
SPBC1685.15C,SPAC732.02C,0
SPBC1685.15C,SPAC750.01,1
SPBC1685.15C,SPAC750.08C,1
SPBC1685.15C,SPAC7D4.12C,0
SPBC1685.15C,SPAC806.08C,0
SPBC1685.15C,SPAC823.09C,0
SPBC1685.15C,SPAC824.02,0
SPBC1685.15C,SPAC9.02C,0
SPBC1685.15C,SPAC9.13C,1
SPBC1685.15C,SPAC926.02,0
SPBC1685.15C,SPAC9E9.09C,0
SPBC1685.15C,SPAP32A8.03C,1
SPBC1685.15C,SPAPB1A10.12C,0
SPBC1685.15C,SPAPB24D3.04C,1
SPBC1685.15C,SPAPB8E5.05,1
SPBC1685.15C,SPAPB8E5.08,1
SPBC1685.15C,SPAPYUG7.06,1
SPBC1685.15C,SPBC1105.09,0
SPBC1685.15C,SPBC13E7.03C,0
SPBC1685.15C,SPBC13G1.08C,0
SPBC1685.15C,SPBC14F5.07,0
SPBC1685.15C,SPBC1604.16C,1
SPBC1685.15C,SPBC1604.20C,0
SPBC1685.15C,SPBC16D10.07C,0
SPBC1685.15C,SPBC16E9.14C,0
SPBC1685.15C,SPBC1709.04C,0
SPBC1685.15C,SPBC1734.12C,0
SPBC1685.15C,SPBC1734.15,0
SPBC1685.15C,SPBC1861.03,0
SPBC1685.15C,SPBC18H10.04C,0
SPBC1685.15C,SPBC1921.03C,1
SPBC1685.15C,SPBC19C7.10,0
SPBC1685.15C,SPBC1D7.03,0
SPBC1685.15C,SPBC20F10.10,0
SPBC1685.15C,SPBC215.02,0
SPBC1685.15C,SPBC215.03C,0
SPBC1685.15C,SPBC215.05,1
SPBC1685.15C,SPBC21D10.10,0
SPBC1685.15C,SPBC21H7.07C,0
SPBC1685.15C,SPBC25B2.01,0
SPBC1685.15C,SPBC27.06C,0
SPBC1685.15C,SPBC28E12.04,0
SPBC1685.15C,SPBC29A10.05,0
SPBC1685.15C,SPBC29A10.06C,0
SPBC1685.15C,SPBC2D10.03C,0
SPBC1685.15C,SPBC2G5.02C,1
SPBC1685.15C,SPBC2G5.06C,1
SPBC1685.15C,SPBC30D10.14,1
SPBC1685.15C,SPBC317.01,1
SPBC1685.15C,SPBC32H8.13C,1
SPBC1685.15C,SPBC337.09,0
SPBC1685.15C,SPBC337.11,0
SPBC1685.15C,SPBC337.16,0
SPBC1685.15C,SPBC365.01,1
SPBC1685.15C,SPBC365.16,1
SPBC1685.15C,SPBC3B8.10C,0
SPBC1685.15C,SPBC3E7.08C,1
SPBC1685.15C,SPBC3H7.06C,0
SPBC1685.15C,SPBC3H7.13,0
SPBC1685.15C,SPBC651.11C,0
SPBC1685.15C,SPBC685.03,1
SPBC1685.15C,SPBC6B1.03C,1
SPBC1685.15C,SPBC725.10,1
SPBC1685.15C,SPBC887.04C,0
SPBC1685.15C,SPBC8D2.03C,0
SPBC1685.15C,SPBC8D2.17,0
SPBC1685.15C,SPBP35G2.03C,0
SPBC1685.15C,SPBP35G2.04C,0
SPBC1685.15C,SPBP8B7.08C,0
SPBC1685.15C,SPBP8B7.27,1
SPBC1685.15C,SPCC1223.12C,1
SPBC1685.15C,SPCC1259.03,0
SPBC1685.15C,SPCC126.06,1
SPBC1685.15C,SPCC126.09,1
SPBC1685.15C,SPCC132.03,1
SPBC1685.15C,SPCC13B11.02C,1
SPBC1685.15C,SPCC1442.11C,1
SPBC1685.15C,SPCC1450.11C,1
SPBC1685.15C,SPCC1672.04C,0
SPBC1685.15C,SPCC1672.06C,0
SPBC1685.15C,SPCC16C4.20C,0
SPBC1685.15C,SPCC1739.10,0
SPBC1685.15C,SPCC1795.01C,0
SPBC1685.15C,SPCC24B10.12,1
SPBC1685.15C,SPCC24B10.16C,0
SPBC1685.15C,SPCC285.14,0
SPBC1685.15C,SPCC285.17,0
SPBC1685.15C,SPCC306.10,0
SPBC1685.15C,SPCC338.08,0
SPBC1685.15C,SPCC338.14,0
SPBC1685.15C,SPCC417.04,0
SPBC1685.15C,SPCC417.07C,0
SPBC1685.15C,SPCC4G3.19,0
SPBC1685.15C,SPCC550.12,0
SPBC1685.15C,SPCC594.05C,0
SPBC1685.15C,SPCC594.06C,0
SPBC1685.15C,SPCC594.07C,0
SPBC1685.15C,SPCC70.03C,0
SPBC1685.15C,SPCC757.09C,0
SPBC1685.15C,SPCC794.01C,0
SPBC1685.15C,SPCC794.03,0
SPBC1685.15C,SPCC794.09C,1
SPBC16A3.07C,SPAC1002.02,0
SPBC16A3.07C,SPAC1002.18,0
SPBC16A3.07C,SPAC1093.01,1
SPBC16A3.07C,SPAC10F6.08C,0
SPBC16A3.07C,SPAC1142.08,0
SPBC16A3.07C,SPAC11E3.08C,0
SPBC16A3.07C,SPAC11G7.01,0
SPBC16A3.07C,SPAC11G7.02,0
SPBC16A3.07C,SPAC11H11.01,1
SPBC16A3.07C,SPAC12B10.03,0
SPBC16A3.07C,SPAC12B10.10,0
SPBC16A3.07C,SPAC12G12.07C,0
SPBC16A3.07C,SPAC139.06,0
SPBC16A3.07C,SPAC13A11.04C,0
SPBC16A3.07C,SPAC13C5.04,0
SPBC16A3.07C,SPAC13C5.06C,1
SPBC16A3.07C,SPAC13G6.15C,0
SPBC16A3.07C,SPAC14C4.11,0
SPBC16A3.07C,SPAC14C4.12C,0
SPBC16A3.07C,SPAC15E1.02C,0
SPBC16A3.07C,SPAC15F9.02,0
SPBC16A3.07C,SPAC167.01,0
SPBC16A3.07C,SPAC167.04,1
SPBC16A3.07C,SPAC1687.22C,0
SPBC16A3.07C,SPAC16A10.05C,1
SPBC16A3.07C,SPAC16C9.05,0
SPBC16A3.07C,SPAC1782.07,1
SPBC16A3.07C,SPAC1782.08C,1
SPBC16A3.07C,SPAC1782.09C,1
SPBC16A3.07C,SPAC17C9.08,0
SPBC16A3.07C,SPAC17G6.05C,1
SPBC16A3.07C,SPAC17G6.13,0
SPBC16A3.07C,SPAC17G8.14C,0
SPBC16A3.07C,SPAC17H9.01,0
SPBC16A3.07C,SPAC17H9.04C,0
SPBC16A3.07C,SPAC17H9.08,1
SPBC16A3.07C,SPAC17H9.10C,0
SPBC16A3.07C,SPAC17H9.13C,0
SPBC16A3.07C,SPAC1805.04,0
SPBC16A3.07C,SPAC1834.05,1
SPBC16A3.07C,SPAC18B11.10,0
SPBC16A3.07C,SPAC18G6.10,0
SPBC16A3.07C,SPAC18G6.13,0
SPBC16A3.07C,SPAC18G6.15,0
SPBC16A3.07C,SPAC1952.03,0
SPBC16A3.07C,SPAC1952.05,1
SPBC16A3.07C,SPAC19A8.03,0
SPBC16A3.07C,SPAC19B12.08,1
SPBC16A3.07C,SPAC19D5.03,0
SPBC16A3.07C,SPAC19E9.02,0
SPBC16A3.07C,SPAC1B3.05,1
SPBC16A3.07C,SPAC1B3.17,0
SPBC16A3.07C,SPAC1D4.02C,0
SPBC16A3.07C,SPAC1F3.03,0
SPBC16A3.07C,SPAC1F3.06C,0
SPBC16A3.07C,SPAC1F5.03C,1
SPBC16A3.07C,SPAC20G4.02C,0
SPBC16A3.07C,SPAC20H4.07,0
SPBC16A3.07C,SPAC20H4.10,0
SPBC16A3.07C,SPAC222.05C,0
SPBC16A3.07C,SPAC222.07C,0
SPBC16A3.07C,SPAC222.16C,0
SPBC16A3.07C,SPAC227.05,1
SPBC16A3.07C,SPAC227.18,0
SPBC16A3.07C,SPAC22G7.06C,0
SPBC16A3.07C,SPAC22H10.03C,1
SPBC16A3.07C,SPAC23A1.06C,0
SPBC16A3.07C,SPAC23A1.19C,0
SPBC16A3.07C,SPAC23C11.02C,0
SPBC16A3.07C,SPAC23C11.04C,0
SPBC16A3.07C,SPAC23C4.09C,1
SPBC16A3.07C,SPAC23D3.09,1
SPBC16A3.07C,SPAC23E2.01,1
SPBC16A3.07C,SPAC23G3.04,0
SPBC16A3.07C,SPAC23G3.10C,1
SPBC16A3.07C,SPAC23G3.12C,0
SPBC16A3.07C,SPAC23H3.05C,0
SPBC16A3.07C,SPAC23H3.06,1
SPBC16A3.07C,SPAC23H3.08C,0
SPBC16A3.07C,SPAC24B11.05,0
SPBC16A3.07C,SPAC24B11.08C,0
SPBC16A3.07C,SPAC24B11.09,0
SPBC16A3.07C,SPAC24B11.12C,1
SPBC16A3.07C,SPAC24C9.14,0
SPBC16A3.07C,SPAC25G10.03,1
SPBC16A3.07C,SPAC26F1.10C,1
SPBC16A3.07C,SPAC27E2.02,0
SPBC16A3.07C,SPAC2C4.15C,0
SPBC16A3.07C,SPAC2F3.07C,0
SPBC16A3.07C,SPAC2F3.11,0
SPBC16A3.07C,SPAC2F7.08C,1
SPBC16A3.07C,SPAC2G11.13,0
SPBC16A3.07C,SPAC30D11.07,1
SPBC16A3.07C,SPAC30D11.11,0
SPBC16A3.07C,SPAC30D11.14C,0
SPBC16A3.07C,SPAC31A2.15C,0
SPBC16A3.07C,SPAC328.04,0
SPBC16A3.07C,SPAC3F10.02C,1
SPBC16A3.07C,SPAC3G6.01,0
SPBC16A3.07C,SPAC3G6.11,0
SPBC16A3.07C,SPAC3G6.13C,1
SPBC16A3.07C,SPAC3G9.07C,1
SPBC16A3.07C,SPAC3H8.04,1
SPBC16A3.07C,SPAC4D7.03,0
SPBC16A3.07C,SPAC4D7.11,1
SPBC16A3.07C,SPAC4F10.13C,1
SPBC16A3.07C,SPAC4G8.05,0
SPBC16A3.07C,SPAC4G8.10,0
SPBC16A3.07C,SPAC4G9.11C,0
SPBC16A3.07C,SPAC5H10.04,0
SPBC16A3.07C,SPAC5H10.07,0
SPBC16A3.07C,SPAC631.02,0
SPBC16A3.07C,SPAC637.07,0
SPBC16A3.07C,SPAC664.01C,0
SPBC16A3.07C,SPAC664.02C,0
SPBC16A3.07C,SPAC688.04C,0
SPBC16A3.07C,SPAC694.04C,1
SPBC16A3.07C,SPAC6B12.06C,0
SPBC16A3.07C,SPAC6B12.09,1
SPBC16A3.07C,SPAC6F12.03C,1
SPBC16A3.07C,SPAC6G10.06,0
SPBC16A3.07C,SPAC6G10.08,1
SPBC16A3.07C,SPAC6G9.09C,1
SPBC16A3.07C,SPAC750.08C,0
SPBC16A3.07C,SPAC767.01C,1
SPBC16A3.07C,SPAC7D4.12C,0
SPBC16A3.07C,SPAC824.02,0
SPBC16A3.07C,SPAC824.04,0
SPBC16A3.07C,SPAC869.11,1
SPBC16A3.07C,SPAC8C9.16C,1
SPBC16A3.07C,SPAC8E11.06,0
SPBC16A3.07C,SPAC8F11.02C,0
SPBC16A3.07C,SPAC9.08C,0
SPBC16A3.07C,SPAC9E9.04,1
SPBC16A3.07C,SPAC9G1.02,0
SPBC16A3.07C,SPAC9G1.03C,0
SPBC16A3.07C,SPAC9G1.04,0
SPBC16A3.07C,SPAC9G1.11C,0
SPBC16A3.07C,SPAP27G11.11C,0
SPBC16A3.07C,SPAPB2B4.02,0
SPBC16A3.07C,SPAPB8E5.05,0
SPBC16A3.07C,SPAPJ691.02,1
SPBC16A3.07C,SPBC106.04,0
SPBC16A3.07C,SPBC1105.02C,0
SPBC16A3.07C,SPBC1105.09,0
SPBC16A3.07C,SPBC115.03,1
SPBC16A3.07C,SPBC1198.09,1
SPBC16A3.07C,SPBC11C11.10,0
SPBC16A3.07C,SPBC1271.05C,1
SPBC16A3.07C,SPBC1271.14,0
SPBC16A3.07C,SPBC12C2.02C,1
SPBC16A3.07C,SPBC13E7.03C,0
SPBC16A3.07C,SPBC15D4.07C,0
SPBC16A3.07C,SPBC1685.02C,1
SPBC16A3.07C,SPBC16D10.07C,0
SPBC16A3.07C,SPBC16D10.08C,0
SPBC16A3.07C,SPBC16E9.16C,0
SPBC16A3.07C,SPBC16H5.12C,1
SPBC16A3.07C,SPBC1709.09,1
SPBC16A3.07C,SPBC1734.12C,1
SPBC16A3.07C,SPBC1734.15,0
SPBC16A3.07C,SPBC17D1.05,0
SPBC16A3.07C,SPBC17D1.06,0
SPBC16A3.07C,SPBC18H10.07,0
SPBC16A3.07C,SPBC18H10.11C,0
SPBC16A3.07C,SPBC1921.03C,0
SPBC16A3.07C,SPBC19F8.04C,0
SPBC16A3.07C,SPBC1D7.03,0
SPBC16A3.07C,SPBC20F10.10,0
SPBC16A3.07C,SPBC21B10.08C,1
SPBC16A3.07C,SPBC21D10.10,0
SPBC16A3.07C,SPBC25B2.06C,0
SPBC16A3.07C,SPBC27.05,0
SPBC16A3.07C,SPBC27.06C,0
SPBC16A3.07C,SPBC29A10.07,0
SPBC16A3.07C,SPBC29A3.02C,1
SPBC16A3.07C,SPBC2A9.11C,0
SPBC16A3.07C,SPBC2D10.05,1
SPBC16A3.07C,SPBC30D10.14,0
SPBC16A3.07C,SPBC30D10.16,0
SPBC16A3.07C,SPBC317.01,0
SPBC16A3.07C,SPBC31A8.01C,0
SPBC16A3.07C,SPBC32H8.06,0
SPBC16A3.07C,SPBC32H8.07,1
SPBC16A3.07C,SPBC32H8.11,1
SPBC16A3.07C,SPBC336.13C,0
SPBC16A3.07C,SPBC336.14C,0
SPBC16A3.07C,SPBC337.03,0
SPBC16A3.07C,SPBC337.04,0
SPBC16A3.07C,SPBC337.09,0
SPBC16A3.07C,SPBC354.03,0
SPBC16A3.07C,SPBC36B7.03,1
SPBC16A3.07C,SPBC3B8.04C,0
SPBC16A3.07C,SPBC3B8.10C,0
SPBC16A3.07C,SPBC3E7.05C,0
SPBC16A3.07C,SPBC3E7.07C,0
SPBC16A3.07C,SPBC3H7.10,0
SPBC16A3.07C,SPBC3H7.14,0
SPBC16A3.07C,SPBC428.02C,1
SPBC16A3.07C,SPBC428.08C,0
SPBC16A3.07C,SPBC4B4.04,0
SPBC16A3.07C,SPBC4F6.10,0
SPBC16A3.07C,SPBC530.04,0
SPBC16A3.07C,SPBC577.11,1
SPBC16A3.07C,SPBC577.12,1
SPBC16A3.07C,SPBC646.13,0
SPBC16A3.07C,SPBC660.14,1
SPBC16A3.07C,SPBC685.02,0
SPBC16A3.07C,SPBC691.05C,1
SPBC16A3.07C,SPBC725.14,0
SPBC16A3.07C,SPBC776.11,0
SPBC16A3.07C,SPBC839.02,0
SPBC16A3.07C,SPBC839.03C,0
SPBC16A3.07C,SPBC887.04C,0
SPBC16A3.07C,SPBC8D2.03C,1
SPBC16A3.07C,SPBC8D2.17,1
SPBC16A3.07C,SPBC902.06,0
SPBC16A3.07C,SPBC947.06C,1
SPBC16A3.07C,SPBC9B6.11C,0
SPBC16A3.07C,SPBP18G5.03,1
SPBC16A3.07C,SPBP35G2.03C,0
SPBC16A3.07C,SPBP35G2.04C,0
SPBC16A3.07C,SPBP35G2.11C,0
SPBC16A3.07C,SPBP35G2.14,1
SPBC16A3.07C,SPBP8B7.08C,1
SPBC16A3.07C,SPBPJ4664.03,0
SPBC16A3.07C,SPCC1020.12C,0
SPBC16A3.07C,SPCC1183.11,1
SPBC16A3.07C,SPCC11E10.08,0
SPBC16A3.07C,SPCC1223.05C,0
SPBC16A3.07C,SPCC1223.12C,0
SPBC16A3.07C,SPCC1235.12C,0
SPBC16A3.07C,SPCC1235.13,1
SPBC16A3.07C,SPCC1259.08,1
SPBC16A3.07C,SPCC126.04C,1
SPBC16A3.07C,SPCC1281.08,0
SPBC16A3.07C,SPCC1393.02C,0
SPBC16A3.07C,SPCC13B11.02C,0
SPBC16A3.07C,SPCC1442.02,0
SPBC16A3.07C,SPCC1442.07C,0
SPBC16A3.07C,SPCC1442.11C,1
SPBC16A3.07C,SPCC1494.10,0
SPBC16A3.07C,SPCC1620.12C,0
SPBC16A3.07C,SPCC1672.06C,0
SPBC16A3.07C,SPCC1682.15,1
SPBC16A3.07C,SPCC16C4.10,1
SPBC16A3.07C,SPCC16C4.20C,0
SPBC16A3.07C,SPCC1739.15,1
SPBC16A3.07C,SPCC1753.02C,1
SPBC16A3.07C,SPCC1795.03,0
SPBC16A3.07C,SPCC23B6.05C,0
SPBC16A3.07C,SPCC24B10.18,0
SPBC16A3.07C,SPCC285.13C,0
SPBC16A3.07C,SPCC285.14,0
SPBC16A3.07C,SPCC2H8.05C,0
SPBC16A3.07C,SPCC306.11,1
SPBC16A3.07C,SPCC338.08,0
SPBC16A3.07C,SPCC417.06C,0
SPBC16A3.07C,SPCC417.07C,0
SPBC16A3.07C,SPCC4B3.02C,0
SPBC16A3.07C,SPCC4G3.04C,0
SPBC16A3.07C,SPCC553.01C,0
SPBC16A3.07C,SPCC576.01C,1
SPBC16A3.07C,SPCC584.01C,1
SPBC16A3.07C,SPCC594.04C,0
SPBC16A3.07C,SPCC594.05C,0
SPBC16A3.07C,SPCC594.07C,1
SPBC16A3.07C,SPCC63.03,0
SPBC16A3.07C,SPCC70.03C,0
SPBC16A3.07C,SPCC757.09C,0
SPBC16A3.07C,SPCC825.04C,0
SPBC16A3.07C,SPCC895.09C,1
SPBC16A3.07C,SPCC970.07C,0
SPBC16A3.07C,SPCP1E11.11,1
SPBC16A3.07C,SPCP20C8.02C,1
SPBC16A3.07C,SPCPB16A4.06C,0
SPBC16A3.07C,SPCPB1C11.01,1
SPBC16A3.18,SPAC11G7.02,1
SPBC16A3.18,SPAC13G6.10C,1
SPBC16A3.18,SPAC16A10.05C,1
SPBC16A3.18,SPAC1782.09C,1
SPBC16A3.18,SPAC17A5.02C,0
SPBC16A3.18,SPAC17G8.10C,0
SPBC16A3.18,SPAC17H9.10C,0
SPBC16A3.18,SPAC18G6.15,1
SPBC16A3.18,SPAC1952.12C,1
SPBC16A3.18,SPAC20H4.04,0
SPBC16A3.18,SPAC212.04C,0
SPBC16A3.18,SPAC222.14C,0
SPBC16A3.18,SPAC227.05,0
SPBC16A3.18,SPAC23C11.04C,1
SPBC16A3.18,SPAC23D3.09,0
SPBC16A3.18,SPAC2F7.08C,0
SPBC16A3.18,SPAC31A2.13C,0
SPBC16A3.18,SPAC4C5.01,1
SPBC16A3.18,SPAC4D7.11,0
SPBC16A3.18,SPAC4G8.05,0
SPBC16A3.18,SPAC5H10.13C,1
SPBC16A3.18,SPAC630.13C,1
SPBC16A3.18,SPAC6B12.09,1
SPBC16A3.18,SPAC750.08C,0
SPBC16A3.18,SPAC824.02,0
SPBC16A3.18,SPBC12C2.02C,0
SPBC16A3.18,SPBC13G1.04C,0
SPBC16A3.18,SPBC13G1.08C,0
SPBC16A3.18,SPBC16E9.12C,0
SPBC16A3.18,SPBC16H5.11C,0
SPBC16A3.18,SPBC1734.15,0
SPBC16A3.18,SPBC1D7.03,0
SPBC16A3.18,SPBC29A10.05,0
SPBC16A3.18,SPBC2G5.02C,1
SPBC16A3.18,SPBC31F10.12,0
SPBC16A3.18,SPBC3B8.10C,1
SPBC16A3.18,SPBC4B4.04,0
SPBC16A3.18,SPBC725.09C,1
SPBC16A3.18,SPBC725.15,0
SPBC16A3.18,SPBC839.03C,1
SPBC16A3.18,SPBC887.04C,0
SPBC16A3.18,SPCC1259.03,0
SPBC16A3.18,SPCC24B10.12,0
SPBC16A3.18,SPCC285.17,1
SPBC16C6.05,SPAC1006.06,1
SPBC16C6.05,SPAC11D3.14C,0
SPBC16C6.05,SPAC11D3.15,1
SPBC16C6.05,SPAC11E3.08C,1
SPBC16C6.05,SPAC12B10.03,0
SPBC16C6.05,SPAC12G12.07C,0
SPBC16C6.05,SPAC13A11.04C,1
SPBC16C6.05,SPAC13G6.10C,1
SPBC16C6.05,SPAC13G7.04C,0
SPBC16C6.05,SPAC13G7.13C,1
SPBC16C6.05,SPAC144.06,0
SPBC16C6.05,SPAC15A10.06,0
SPBC16C6.05,SPAC167.01,0
SPBC16C6.05,SPAC16C9.05,0
SPBC16C6.05,SPAC1782.07,1
SPBC16C6.05,SPAC1782.09C,0
SPBC16C6.05,SPAC17A5.07C,0
SPBC16C6.05,SPAC17A5.16,0
SPBC16C6.05,SPAC17H9.13C,0
SPBC16C6.05,SPAC1834.03C,0
